"name","latitude","longitude","state","district","ps"
"BYREE PS","20.62754","86.040499999999994","ODISHA","JAJPUR","BYREE PS"
"BADMAL","21.815480000000001","84.004379999999998","ODISHA","JHARSUGUDA","BADMAL"
"BRAJRAJ NAGAR","21.821079999999998","83.927499999999995","ODISHA","JHARSUGUDA","BRAJRAJ NAGAR"
"BELPAHAR","21.826280000000001","83.845690000000005","ODISHA","JHARSUGUDA","BELPAHAR"
"BANAHARPALI","21.708680000000001","83.873059999999995","ODISHA","JHARSUGUDA","BANAHARPALI"
"JHARSUGUDA","21.857700000000001","84.021270000000001","ODISHA","JHARSUGUDA","JHARSUGUDA"
"KOLABIRA","21.801020000000001","84.152320000000003","ODISHA","JHARSUGUDA","KOLABIRA"
"LAIKERA","21.880210000000002","84.208619999999996","ODISHA","JHARSUGUDA","LAIKERA"
"LAKHANPUR","21.77366","83.774379999999994","ODISHA","JHARSUGUDA","LAKHANPUR"
"ORIENT","21.8415","83.918530000000004","ODISHA","JHARSUGUDA","ORIENT"
"RENGALI","21.79243","83.596249999999998","ODISHA","JHARSUGUDA","RENGALI"
"BHAWANIPATNA SADAR","19.921710000000001","83.173479999999998","ODISHA","KALAHANDI","BHAWANIPATNA SADAR"
"BHAWANIPATNA TOWN","19.911390000000001","83.147019999999998","ODISHA","KALAHANDI","BHAWANIPATNA TOWN"
"JAMDA","22.26322","86.057699999999997","ODISHA","MAYURBHANJ","JAMDA"
"DHARAMGARH","19.870819999999998","82.771000000000001","ODISHA","KALAHANDI","DHARAMGARH"
"JUNA GARH","19.857659999999999","82.941490000000002","ODISHA","KALAHANDI","JUNA GARH"
"JAIPATNA","19.470040000000001","82.808390000000003","ODISHA","KALAHANDI","JAIPATNA"
"KESINGA","20.188839999999999","83.22081","ODISHA","KALAHANDI","KESINGA"
"KOKSARA","19.67164","82.701660000000004","ODISHA","KALAHANDI","KOKSARA"
"KEGAON","20.101410000000001","82.890879999999996","ODISHA","KALAHANDI","KEGAON"
"LANJI GARH","19.71078","83.364239999999995","ODISHA","KALAHANDI","LANJI GARH"
"MADANPUR RAMPUR","20.19557","83.519139999999993","ODISHA","KALAHANDI","MADANPUR RAMPUR"
"NARLA","20.05763","83.383290000000002","ODISHA","KALAHANDI","NARLA"
"THUAMUL RAMPUR","19.547830000000001","82.931389999999993","ODISHA","KALAHANDI","THUAMUL RAMPUR"
"BALIGUDA","20.198930000000001","83.909000000000006","ODISHA","KANDHAMAL","BALIGUDA"
"BELGHAR","19.926639999999999","83.600539999999995","ODISHA","KANDHAMAL","BELGHAR"
"BAMUNIGAON","19.650379999999998","84.074010000000001","ODISHA","KANDHAMAL","BAMUNIGAON"
"CHAKAPADA","20.27984","84.475960000000001","ODISHA","KANDHAMAL","CHAKAPADA"
"DARINGIBADI","19.90455","84.120959999999997","ODISHA","KANDHAMAL","DARINGIBADI"
"G.UDAYAGIRI","20.121079999999999","84.370099999999994","ODISHA","KANDHAMAL","G.UDAYAGIRI"
"GOCHHAPADA","20.47983","83.998490000000004","ODISHA","KANDHAMAL","GOCHHAPADA"
"KHAJURIPADA","20.441099999999999","84.407449999999997","ODISHA","KANDHAMAL","KHAJURIPADA"
"KOTAGARH","19.83896","83.726309999999998","ODISHA","KANDHAMAL","KOTAGARH"
"K. NUAGAON","20.138940000000002","84.008449999999996","ODISHA","KANDHAMAL","K. NUAGAON"
"PHIRINGIA","20.357890000000001","84.119709999999998","ODISHA","KANDHAMAL","PHIRINGIA"
"RAIKIA","20.057700000000001","84.239940000000004","ODISHA","KANDHAMAL","RAIKIA"
"PHULBANI TOWN","20.476849999999999","84.232029999999995","ODISHA","KANDHAMAL","PHULBANI TOWN"
"SARANGADA","20.235240000000001","84.128699999999995","ODISHA","KANDHAMAL","SARANGADA"
"TIKABALI","20.249780000000001","84.351060000000004","ODISHA","KANDHAMAL","TIKABALI"
"TUMUDIBANDH","19.95983","83.698049999999995","ODISHA","KANDHAMAL","TUMUDIBANDH"
"AUL","20.681830000000001","86.647599999999997","ODISHA","KENDRAPARA","AUL"
"DERABISH","20.54346","86.30592","ODISHA","KENDRAPARA","DERABISH"
"KENDRAPARA","20.498339999999999","86.424440000000004","ODISHA","KENDRAPARA","KENDRAPARA"
"KENDRAPARA SADAR","20.499860000000002","86.398340000000005","ODISHA","KENDRAPARA","KENDRAPARA SADAR"
"MAHAKALPARA","20.42286","86.576830000000001","ODISHA","KENDRAPARA","MAHAKALPARA"
"MARSAGHAI","20.431809999999999","86.488870000000006","ODISHA","KENDRAPARA","MARSAGHAI"
"NIKIREI","20.585090000000001","86.391220000000004","ODISHA","KENDRAPARA","NIKIREI"
"PATKURA","20.392410000000002","86.405079999999998","ODISHA","KENDRAPARA","PATKURA"
"PATTAMUNDAI","20.582879999999999","86.558850000000007","ODISHA","KENDRAPARA","PATTAMUNDAI"
"RAJNAGAR","20.574190000000002","86.715350000000001","ODISHA","KENDRAPARA","RAJNAGAR"
"RAJKANIKA","20.738939999999999","86.698589999999996","ODISHA","KENDRAPARA","RAJKANIKA"
"TALCHUA MARINE","20.765730000000001","86.939520000000002","ODISHA","KENDRAPARA","TALCHUA MARINE"
"TANTIAPAL MARINE PS","20.517209999999999","86.737139999999997","ODISHA","KENDRAPARA","TANTIAPAL MARINE PS"
"ANANDPUR","21.214649999999999","86.124529999999993","ODISHA","KEONJHAR","ANANDPUR"
"BARIA","21.85249","85.673990000000003","ODISHA","KEONJHAR","BARIA"
"BARBIL","22.10472","85.389240000000001","ODISHA","KEONJHAR","BARBIL"
"CHAMPUA","22.067139999999998","85.666460000000001","ODISHA","KEONJHAR","CHAMPUA"
"DAITARI","21.1236","85.918520000000001","ODISHA","KEONJHAR","DAITARI"
"GHAT GAON","21.394780000000001","85.895880000000005","ODISHA","KEONJHAR","GHAT GAON"
"GHASIPURA","21.213170000000002","86.115020000000001","ODISHA","KEONJHAR","GHASIPURA"
"HARICHANDANPUR","21.340800000000002","85.789820000000006","ODISHA","KEONJHAR","HARICHANDANPUR"
"JODA","22.04129","85.426360000000003","ODISHA","KEONJHAR","JODA"
"KEONJHAR TOWN","21.632670000000001","85.606520000000003","ODISHA","KEONJHAR","KEONJHAR TOWN"
"KEONJHAR SADAR","21.692679999999999","85.582759999999993","ODISHA","KEONJHAR","KEONJHAR SADAR"
"KANJIPANI","21.496269999999999","85.475819999999999","ODISHA","KEONJHAR","KANJIPANI"
"NANDIPADA","21.156510000000001","86.262839999999997","ODISHA","KEONJHAR","NANDIPADA"
"NAYAKOTE","21.723980000000001","85.289490000000001","ODISHA","KEONJHAR","NAYAKOTE"
"PANDAPADA","21.46444","85.69735","ODISHA","KEONJHAR","PANDAPADA"
"PATNA","21.634519999999998","85.897210000000001","ODISHA","KEONJHAR","PATNA"
"RAMACHANDRAPUR","21.069510000000001","86.110320000000002","ODISHA","KEONJHAR","RAMACHANDRAPUR"
"SOSO","21.220130000000001","86.334980000000002","ODISHA","KEONJHAR","SOSO"
"TELKOI","21.356010000000001","85.396450000000002","ODISHA","KEONJHAR","TELKOI"
"TURUMUNGA","21.80106","85.800309999999996","ODISHA","KEONJHAR","TURUMUNGA"
"BALUGAON","19.765219999999999","85.215620000000001","ODISHA","KHURDA","BALUGAON"
"BANPUR","19.784939999999999","85.16874","ODISHA","KHURDA","BANPUR"
"BEGUNIA","20.200759999999999","85.447280000000006","ODISHA","KHURDA","BEGUNIA"
"BOLAGARH","20.175730000000001","85.277739999999994","ODISHA","KHURDA","BOLAGARH"
"JANKIA","20.039449999999999","85.517129999999995","ODISHA","KHURDA","JANKIA"
"KHURDA","20.18459","85.618269999999995","ODISHA","KHURDA","KHURDA"
"TANGI","19.929099999999998","85.39479","ODISHA","KHURDA","TANGI"
"BAIPARIGUDA","18.75188","82.429689999999994","ODISHA","KORAPUT","BAIPARIGUDA"
"BORIGUMA","19.048680000000001","82.553219999999996","ODISHA","KORAPUT","BORIGUMA"
"BHAIRAB SINGHPUR","19.119160000000001","82.65925","ODISHA","KORAPUT","BHAIRAB SINGHPUR"
"DASAMANTHPUR","19.045559999999998","82.920829999999995","ODISHA","KORAPUT","DASAMANTHPUR"
"DAMANJODI","18.757190000000001","82.920540000000003","ODISHA","KORAPUT","DAMANJODI"
"JEYPORE MAHILA P.S","18.872430000000001","82.56277","ODISHA","KORAPUT","JEYPORE MAHILA P.S"
"JEYPORE TOWN","18.864930000000001","82.573719999999994","ODISHA","KORAPUT","JEYPORE TOWN"
"JEYPORE SADAR","18.870619999999999","82.562880000000007","ODISHA","KORAPUT","JEYPORE SADAR"
"KORAPUT SADAR","18.801380000000002","82.718869999999995","ODISHA","KORAPUT","KORAPUT SADAR"
"KORAPUT TOWN","18.8125","82.712509999999995","ODISHA","KORAPUT","KORAPUT TOWN"
"KUNDURA","18.92671","82.388400000000004","ODISHA","KORAPUT","KUNDURA"
"KOTPAD","19.1386","82.313540000000003","ODISHA","KORAPUT","KOTPAD"
"KAKIRIGUMA","18.92906","83.011539999999997","ODISHA","KORAPUT","KAKIRIGUMA"
"LAXMIPUR","18.990079999999999","83.114890000000003","ODISHA","KORAPUT","LAXMIPUR"
"MACHHAKUND","18.551210000000001","82.474649999999997","ODISHA","KORAPUT","MACHHAKUND"
"NARAYANPATNA","18.878609999999998","83.167569999999998","ODISHA","KORAPUT","NARAYANPATNA"
"NANDPUR","18.563410000000001","82.738219999999998","ODISHA","KORAPUT","NANDPUR"
"PADWA","18.399460000000001","82.677610000000001","ODISHA","KORAPUT","PADWA"
"POTTANGI","18.56523","82.964519999999993","ODISHA","KORAPUT","POTTANGI"
"SEMILLIGUDA","18.706060000000001","82.8536","ODISHA","KORAPUT","SEMILLIGUDA"
"SUNABEDA","18.73846","82.832980000000006","ODISHA","KORAPUT","SUNABEDA"
"CHITRAKONDA","18.114889999999999","82.117599999999996","ODISHA","MALKANGIRI","CHITRAKONDA"
"JODAMBA","18.235679999999999","82.283709999999999","ODISHA","MALKANGIRI","JODAMBA"
"KALIMELA","18.08426","81.753190000000004","ODISHA","MALKANGIRI","KALIMELA"
"M.V. 79","17.980129999999999","81.578180000000003","ODISHA","MALKANGIRI","M.V. 79"
"MALKANGIRI","18.374179999999999","81.883690000000001","ODISHA","MALKANGIRI","MALKANGIRI"
"MATHILI","18.55742","82.199860000000001","ODISHA","MALKANGIRI","MATHILI"
"MOTU","17.829350000000002","81.404839999999993","ODISHA","MALKANGIRI","MOTU"
"MUDULIPADA","18.472059999999999","82.237530000000007","ODISHA","MALKANGIRI","MUDULIPADA"
"ORKEL","18.22512","82.061359999999993","ODISHA","MALKANGIRI","ORKEL"
"PAPER METLA","18.11514","82.253590000000003","ODISHA","MALKANGIRI","PAPER METLA"
"PODIA","18.170770000000001","81.549700000000001","ODISHA","MALKANGIRI","PODIA"
"GHAGARBEDA","22.045739999999999","85.75891","ODISHA","MAYURBHANJ","GHAGARBEDA"
"BARIPADA SADAR","21.931349999999998","86.726550000000003","ODISHA","MAYURBHANJ","BARIPADA SADAR"
"BANGIRIPOSI","21.929739999999999","86.747540000000001","ODISHA","MAYURBHANJ","BANGIRIPOSI"
"BETNOTY","22.1538","86.533379999999994","ODISHA","MAYURBHANJ","BETNOTY"
"BADASAHI","21.737690000000001","86.844009999999997","ODISHA","MAYURBHANJ","BADASAHI"
"BAISINGA","21.720580000000002","86.744410000000002","ODISHA","MAYURBHANJ","BAISINGA"
"BADAMPAHAR","21.648669999999999","86.912000000000006","ODISHA","MAYURBHANJ","BADAMPAHAR"
"BISOI","22.089089999999999","86.117720000000006","ODISHA","MAYURBHANJ","BISOI"
"BAHALDA","22.162870000000002","86.412520000000001","ODISHA","MAYURBHANJ","BAHALDA"
"CHANDUA","22.379940000000001","86.08717","ODISHA","MAYURBHANJ","CHANDUA"
"RAIRANGPUR ENERGY","22.10726","86.757260000000002","ODISHA","MAYURBHANJ","RAIRANGPUR ENERGY"
"GORUMAHISANI","22.32938","86.276259999999994","ODISHA","MAYURBHANJ","GORUMAHISANI"
"JASHIPUR","21.9681","86.073650000000001","ODISHA","MAYURBHANJ","JASHIPUR"
"JHARPOKHARIA","22.181100000000001","86.648650000000004","ODISHA","MAYURBHANJ","JHARPOKHARIA"
"KULIANA","22.067720000000001","86.654769999999999","ODISHA","MAYURBHANJ","KULIANA"
"KHUNTA","21.715","86.638689999999997","ODISHA","MAYURBHANJ","KHUNTA"
"KARANJIA","21.768080000000001","85.977620000000002","ODISHA","MAYURBHANJ","KARANJIA"
"KAPTIPADA","21.515830000000001","86.537499999999994","ODISHA","MAYURBHANJ","KAPTIPADA"
"MORADA","21.85408","86.992000000000004","ODISHA","MAYURBHANJ","MORADA"
"RAIRANGPUR RURAL","22.23584","86.227059999999994","ODISHA","MAYURBHANJ","RAIRANGPUR RURAL"
"RARUAN","21.956869999999999","85.865600000000001","ODISHA","MAYURBHANJ","RARUAN"
"RASGOVINDPUR","21.780819999999999","87.044730000000001","ODISHA","MAYURBHANJ","RASGOVINDPUR"
"RAIRANGPUR TOWN","22.266970000000001","86.18038","ODISHA","MAYURBHANJ","RAIRANGPUR TOWN"
"SULIAPADA","22.021159999999998","86.949789999999993","ODISHA","MAYURBHANJ","SULIAPADA"
"SARAT","21.438749999999999","86.340509999999995","ODISHA","MAYURBHANJ","SARAT"
"MAHULDIHA","21.417929999999998","86.165610000000001","ODISHA","MAYURBHANJ","MAHULDIHA"
"TIRING","22.52768","86.088290000000001","ODISHA","MAYURBHANJ","TIRING"
"THAKURMUNDA","21.520659999999999","86.156450000000007","ODISHA","MAYURBHANJ","THAKURMUNDA"
"UDALA","21.574339999999999","86.562340000000006","ODISHA","MAYURBHANJ","UDALA"
"CHANDAHANDI","19.84057","82.486689999999996","ODISHA","NABARANGPUR","CHANDAHANDI"
"DABUGAON","19.463799999999999","82.4024","ODISHA","NABARANGPUR","DABUGAON"
"JHARIGAON","19.711780000000001","82.365390000000005","ODISHA","NABARANGPUR","JHARIGAON"
"KHATIGUDA","19.242709999999999","82.795760000000001","ODISHA","NABARANGPUR","KHATIGUDA"
"KODINGA","19.305119999999999","82.353089999999995","ODISHA","NABARANGPUR","KODINGA"
"KOSAGUMUDA","19.269929999999999","82.243189999999998","ODISHA","NABARANGPUR","KOSAGUMUDA"
"KUNDEI","20.04448","81.920659999999998","ODISHA","NABARANGPUR","KUNDEI"
"NABARANGPUR","19.233789999999999","82.546279999999996","ODISHA","NABARANGPUR","NABARANGPUR"
"PAPADAHANDI","19.3415","82.512500000000003","ODISHA","NABARANGPUR","PAPADAHANDI"
"RAIGHAR","19.88438","82.073670000000007","ODISHA","NABARANGPUR","RAIGHAR"
"TENTULIKHUNTI","19.298410000000001","82.730689999999996","ODISHA","NABARANGPUR","TENTULIKHUNTI"
"UMER KOTE","19.672000000000001","82.198120000000003","ODISHA","NABARANGPUR","UMER KOTE"
"BANIGOCHHA","20.398330000000001","84.58587","ODISHA","NAYAGARH","BANIGOCHHA"
"DASPALLA","20.331250000000001","84.849000000000004","ODISHA","NAYAGARH","DASPALLA"
"ENERGY","20.146270000000001","85.112520000000004","ODISHA","NAYAGARH","ENERGY"
"FATEGARH","20.2988","85.325609999999998","ODISHA","NAYAGARH","FATEGARH"
"GANIA","20.408519999999999","85.041030000000006","ODISHA","NAYAGARH","GANIA"
"ITAMATI","20.140740000000001","85.149320000000003","ODISHA","NAYAGARH","ITAMATI"
"KHANDAPADA","20.263670000000001","85.179919999999996","ODISHA","NAYAGARH","KHANDAPADA"
"NAYAGARH","20.131350000000001","85.116680000000002","ODISHA","NAYAGARH","NAYAGARH"
"NUAGAON","20.252099999999999","84.963350000000005","ODISHA","NAYAGARH","NUAGAON"
"ODAGAON","20.015440000000002","84.981949999999998","ODISHA","NAYAGARH","ODAGAON"
"RANPUR","20.069320000000001","85.342830000000006","ODISHA","NAYAGARH","RANPUR"
"SADAR","20.137170000000001","85.089500000000001","ODISHA","NAYAGARH","SADAR"
"SARANKUL","20.03265","85.085909999999998","ODISHA","NAYAGARH","SARANKUL"
"BODEN","20.238910000000001","82.567530000000005","ODISHA","NUAPADA","BODEN"
"JONK","20.909410000000001","82.502709999999993","ODISHA","NUAPADA","JONK"
"KOMNA","20.500039999999998","82.678150000000002","ODISHA","NUAPADA","KOMNA"
"KHARIAR","20.298449999999999","82.761709999999994","ODISHA","NUAPADA","KHARIAR"
"NUAPADA","20.812419999999999","82.530760000000001","ODISHA","NUAPADA","NUAPADA"
"SINAPALI","20.09318","82.64331","ODISHA","NUAPADA","SINAPALI"
"DHARMABANDHA PS","20.73725","82.426599999999993","ODISHA","NUAPADA","DHARMABANDHA PS"
"LAKHNA PS","20.731000000000002","82.668310000000005","ODISHA","NUAPADA","LAKHNA PS"
"BELTUKURI PS","21.02835","82.653599999999997","ODISHA","NUAPADA","BELTUKURI PS"
"BALANGA","20.037299999999998","85.880160000000004","ODISHA","PURI","BALANGA"
"BRAHMAGIRI","19.788889999999999","85.612650000000002","ODISHA","PURI","BRAHMAGIRI"
"CHANDANPUR","19.88973","85.817539999999994","ODISHA","PURI","CHANDANPUR"
"DELANGA","20.034579999999998","85.769329999999997","ODISHA","PURI","DELANGA"
"GOP","19.98216","86.018609999999995","ODISHA","PURI","GOP"
"KRUSHNA PRASAD","19.62585","85.332009999999997","ODISHA","PURI","KRUSHNA PRASAD"
"KAKATPUR","19.993030000000001","86.230990000000006","ODISHA","PURI","KAKATPUR"
"KANAS","20.002929999999999","85.649270000000001","ODISHA","PURI","KANAS"
"KONARK","19.887589999999999","86.097710000000006","ODISHA","PURI","KONARK"
"NIMAPARA","20.05367","86.007050000000007","ODISHA","PURI","NIMAPARA"
"PIPILI","20.116340000000001","85.834590000000006","ODISHA","PURI","PIPILI"
"SADAR","19.804639999999999","85.832589999999996","ODISHA","PURI","SADAR"
"SATYABADI","19.946380000000001","85.813800000000001","ODISHA","PURI","SATYABADI"
"SEA BEACH","19.796939999999999","85.825779999999995","ODISHA","PURI","SEA BEACH"
"TOWN","19.805029999999999","85.819929999999999","ODISHA","PURI","TOWN"
"KUMBHARPADA","19.81767","85.830539999999999","ODISHA","PURI","KUMBHARPADA"
"BALIAPANDA","19.79937","85.802539999999993","ODISHA","PURI","BALIAPANDA"
"SINGHADWARA","19.804749999999999","85.817959999999999","ODISHA","PURI","SINGHADWARA"
"BASELISAHI","19.813870000000001","85.806830000000005","ODISHA","PURI","BASELISAHI"
"ASTARANGA","19.97644","86.266660000000002","ODISHA","PURI","ASTARANGA"
"RAMCHANDI","19.811029999999999","85.836340000000007","ODISHA","PURI","RAMCHANDI"
"SPECIAL PS, ENERGY","19.81279","85.84102","ODISHA","PURI","SPECIAL PS, ENERGY"
"PENTHAKATA MARINE PS","19.807960000000001","85.852459999999994","ODISHA","PURI","PENTHAKATA MARINE PS"
"ASTARANGA MARINE PS","19.945589999999999","86.272919999999999","ODISHA","PURI","ASTARANGA MARINE PS"
"CHANDRABHAGA MARINE PS","19.891179999999999","86.041889999999995","ODISHA","PURI","CHANDRABHAGA MARINE PS"
"ARAKHAKUDA MARINE PS","19.73113","85.558639999999997","ODISHA","PURI","ARAKHAKUDA MARINE PS"
"TRAFFIC PS PURI","19.81832","85.830460000000002","ODISHA","PURI","TRAFFIC PS PURI"
"AMBADOLA","19.82996","83.458290000000005","ODISHA","RAYAGADA","AMBADOLA"
"BISAM KATAK","19.512","83.503330000000005","ODISHA","RAYAGADA","BISAM KATAK"
"CHANDILI","19.24558","83.419539999999998","ODISHA","RAYAGADA","CHANDILI"
"CHANDRAPUR","19.601120000000002","83.882570000000001","ODISHA","RAYAGADA","CHANDRAPUR"
"DORAGUDA","19.180720000000001","83.022080000000003","ODISHA","RAYAGADA","DORAGUDA"
"GUNUPUR","19.07105","83.809079999999994","ODISHA","RAYAGADA","GUNUPUR"
"GUDARI","19.341059999999999","83.784289999999999","ODISHA","RAYAGADA","GUDARI"
"K.SINGHPUR","19.509879999999999","83.309939999999997","ODISHA","RAYAGADA","K.SINGHPUR"
"KASIPUR","19.35493","83.119339999999994","ODISHA","RAYAGADA","KASIPUR"
"MUNIGUDA","19.6266","83.494450000000001","ODISHA","RAYAGADA","MUNIGUDA"
"PADMAPUR","19.23875","83.816839999999999","ODISHA","RAYAGADA","PADMAPUR"
"PUTTASINGH","19.086919999999999","83.987390000000005","ODISHA","RAYAGADA","PUTTASINGH"
"RAYAGADA","19.164750000000002","83.406210000000002","ODISHA","RAYAGADA","RAYAGADA"
"SESKHAL","19.009609999999999","83.44135","ODISHA","RAYAGADA","SESKHAL"
"TIKIRI","19.178570000000001","83.090230000000005","ODISHA","RAYAGADA","TIKIRI"
"CHANDIPOSH","22.02422","84.916049999999998","ODISHA","ROURKELA","CHANDIPOSH"
"BONAI","21.81898","84.955209999999994","ODISHA","ROURKELA","BONAI"
"BISRA","22.249880000000001","84.997969999999995","ODISHA","ROURKELA","BISRA"
"BRAHMANITARANG","22.23461","84.778199999999998","ODISHA","ROURKELA","BRAHMANITARANG"
"BANDAMUNDA","22.23048","84.931160000000006","ODISHA","ROURKELA","BANDAMUNDA"
"GURUNDIA","21.846360000000001","84.782330000000002","ODISHA","ROURKELA","GURUNDIA"
"K. BOLANG","21.992909999999998","85.016959999999997","ODISHA","ROURKELA","K. BOLANG"
"LATHIKATA","22.143160000000002","84.880499999999998","ODISHA","ROURKELA","LATHIKATA"
"KOIDA","21.903479999999998","85.243200000000002","ODISHA","ROURKELA","KOIDA"
"MAHILA P.S.","22.24362","84.872569999999996","ODISHA","ROURKELA","MAHILA P.S."
"PLANTSITE","22.223859999999998","84.854529999999997","ODISHA","ROURKELA","PLANTSITE"
"LAHUNIPADA","21.867270000000001","84.928690000000003","ODISHA","ROURKELA","LAHUNIPADA"
"MAHULPADA","21.73255","85.014960000000002","ODISHA","ROURKELA","MAHULPADA"
"CHHEND","22.237719999999999","84.829419999999999","ODISHA","ROURKELA","CHHEND"
"RAGHUNATHPALI","22.227969999999999","84.815619999999996","ODISHA","ROURKELA","RAGHUNATHPALI"
"JHIRPANI","22.263729999999999","84.892309999999995","ODISHA","ROURKELA","JHIRPANI"
"TANGARAPLI","22.202030000000001","84.864230000000006","ODISHA","ROURKELA","TANGARAPLI"
"TOWNSHIP (SEC-XIX)","22.25564","84.867580000000004","ODISHA","ROURKELA","TOWNSHIP (SEC-XIX)"
"TIKAYATPALI","21.709869999999999","84.886179999999996","ODISHA","ROURKELA","TIKAYATPALI"
"UDIT NAGAR","22.224630000000001","84.840680000000006","ODISHA","ROURKELA","UDIT NAGAR"
"SECTOR-3","22.246649999999999","84.878789999999995","ODISHA","ROURKELA","SECTOR-3"
"SECTOR-7","22.24934","84.850539999999995","ODISHA","ROURKELA","SECTOR-7"
"SECTOR-15","22.255269999999999","84.849959999999996","ODISHA","ROURKELA","SECTOR-15"
"SAMBALPUR TRAFFIC PS","21.465979999999998","83.971130000000002","ODISHA","SAMBALPUR","SAMBALPUR TRAFFIC PS"
"AINTHAPALI","21.498259999999998","83.991489999999999","ODISHA","SAMBALPUR","AINTHAPALI"
"BURLA","21.50057","83.877970000000005","ODISHA","SAMBALPUR","BURLA"
"CHARMAL","21.109000000000002","84.212689999999995","ODISHA","SAMBALPUR","CHARMAL"
"DHANUPALLI","21.462240000000001","83.985159999999993","ODISHA","SAMBALPUR","DHANUPALLI"
"DHAMA","21.260960000000001","83.920050000000003","ODISHA","SAMBALPUR","DHAMA"
"GOBINDPUR","22.056789999999999","84.279920000000004","ODISHA","SAMBALPUR","GOBINDPUR"
"HIRAKUD","21.528079999999999","83.901139999999998","ODISHA","SAMBALPUR","HIRAKUD"
"JAMANKIRA","21.535900000000002","84.420349999999999","ODISHA","SAMBALPUR","JAMANKIRA"
"JUJUMURA","21.241440000000001","84.131389999999996","ODISHA","SAMBALPUR","JUJUMURA"
"KISINDA","21.33257","84.352649999999997","ODISHA","SAMBALPUR","KISINDA"
"KATARABAGA","21.645720000000001","84.124120000000005","ODISHA","SAMBALPUR","KATARABAGA"
"KUCHINDA","21.747330000000002","84.367220000000003","ODISHA","SAMBALPUR","KUCHINDA"
"KHETRAJPUR","21.486979999999999","83.941540000000003","ODISHA","SAMBALPUR","KHETRAJPUR"
"MAHILA P.S.","21.46594","83.982200000000006","ODISHA","SAMBALPUR","MAHILA P.S."
"MAHULPALI","21.862719999999999","84.412310000000005","ODISHA","SAMBALPUR","MAHULPALI"
"NAKTI DEUL","21.254999999999999","84.539500000000004","ODISHA","SAMBALPUR","NAKTI DEUL"
"RAIRAKHOL","21.068110000000001","84.333799999999997","ODISHA","SAMBALPUR","RAIRAKHOL"
"RENGALI","21.640809999999998","84.040350000000004","ODISHA","SAMBALPUR","RENGALI"
"SADAR","21.454350000000002","84.031329999999997","ODISHA","SAMBALPUR","SADAR"
"SASAN","21.54936","84.042450000000002","ODISHA","SAMBALPUR","SASAN"
"TOWN","21.4681","83.968469999999996","ODISHA","SAMBALPUR","TOWN"
"THELKOLI","21.75779","84.010379999999998","ODISHA","SAMBALPUR","THELKOLI"
"SPECIAL P.S. (ENERGY)","21.4998","83.898049999999998","ODISHA","SAMBALPUR","SPECIAL P.S. (ENERGY)"
"SUBALAYA","20.896619999999999","84.171049999999994","ODISHA","SUBARNAPUR","SUBALAYA"
"BINIKA","21.02882","83.808999999999997","ODISHA","SUBARNAPUR","BINIKA"
"BIRMAHARAJPUR","20.865159999999999","84.046019999999999","ODISHA","SUBARNAPUR","BIRMAHARAJPUR"
"DUNGURIPALI","21.04569","83.553290000000004","ODISHA","SUBARNAPUR","DUNGURIPALI"
"RAMPUR","21.10493","83.690259999999995","ODISHA","SUBARNAPUR","RAMPUR"
"SONEPUR","20.844830000000002","83.912890000000004","ODISHA","SUBARNAPUR","SONEPUR"
"TARAVA","20.725919999999999","83.675700000000006","ODISHA","SUBARNAPUR","TARAVA"
"ULUNDA","20.971679999999999","83.878829999999994","ODISHA","SUBARNAPUR","ULUNDA"
"BHASMA","21.957789999999999","84.038380000000004","ODISHA","SUNDARGARH","BHASMA"
"BARGAON","22.178260000000002","84.29598","ODISHA","SUNDARGARH","BARGAON"
"BIRAMITRAPUR","22.407869999999999","84.729569999999995","ODISHA","SUNDARGARH","BIRAMITRAPUR"
"DHARUADIHI","21.989280000000001","84.219189999999998","ODISHA","SUNDARGARH","DHARUADIHI"
"HATIBARI","22.402940000000001","84.849710000000002","ODISHA","SUNDARGARH","HATIBARI"
"HEMAGIRI","21.94633","83.700739999999996","ODISHA","SUNDARGARH","HEMAGIRI"
"KINJIRIKELA","22.2789","83.947299999999998","ODISHA","SUNDARGARH","KINJIRIKELA"
"LEPHRIPADA","22.111799999999999","83.811269999999993","ODISHA","SUNDARGARH","LEPHRIPADA"
"RAJGANGPUR","22.188659999999999","84.581460000000007","ODISHA","SUNDARGARH","RAJGANGPUR"
"RAIBOGA","22.39085","84.61121","ODISHA","SUNDARGARH","RAIBOGA"
"SADAR","22.116990000000001","84.005070000000003","ODISHA","SUNDARGARH","SADAR"
"TALSARA","22.362169999999999","84.098200000000006","ODISHA","SUNDARGARH","TALSARA"
"TOWN","22.122420000000002","84.028279999999995","ODISHA","SUNDARGARH","TOWN"
"KUTRA","22.224620000000002","84.436610000000002","ODISHA","SUNDARGARH","KUTRA"
"FOOD CELL PS KARAIKAL","10.9339","79.834760000000003","PUDUCHERRY","KARAIKAL","FOOD CELL PS KARAIKAL"
"KOTTUCHERRY","10.961550000000001","79.825479999999999","PUDUCHERRY","KARAIKAL","KOTTUCHERRY"
"TOWN","10.925829999999999","79.832369999999997","PUDUCHERRY","KARAIKAL","TOWN"
"NEDUNGADU","10.97329","79.770780000000002","PUDUCHERRY","KARAIKAL","NEDUNGADU"
"NERAVY","10.8931","79.812139999999999","PUDUCHERRY","KARAIKAL","NERAVY"
