"name","latitude","longitude","state","district","ps"
"CAMPBELL BAY","7.01653","93.929259999999999","ANDAMAN & NICOBAR","NICOBAR","CAMPBELL BAY"
"CAR NICOBAR","9.174289999999999","92.817729999999997","ANDAMAN & NICOBAR","NICOBAR","CAR NICOBAR"
"KATCHAL","8.00271","93.38588","ANDAMAN & NICOBAR","NICOBAR","KATCHAL"
"NANCOWRY","8.039999999999999","93.542230000000004","ANDAMAN & NICOBAR","NICOBAR","NANCOWRY"
"TREESSA","8.300739999999999","93.125820000000004","ANDAMAN & NICOBAR","NICOBAR","TREESSA"
"BARATANG PS","12.505129999999999","92.909580000000005","ANDAMAN & NICOBAR","NORTH & MIDDILE ANDAMAN","BARATANG PS"
"Addateegala","17.478380000000001","82.021590000000003","ANDHRA PRADESH","Alluri Sitharama Raju","Addateegala"
"Devipatnam","17.320679999999999","81.65258","ANDHRA PRADESH","Alluri Sitharama Raju","Devipatnam"
"Donkarai","17.927510000000002","81.802040000000005","ANDHRA PRADESH","Alluri Sitharama Raju","Donkarai"
"Gangavaram","17.422219999999999","81.911940000000001","ANDHRA PRADESH","Alluri Sitharama Raju","Gangavaram"
"Dutcherthi","17.568059999999999","82.057779999999994","ANDHRA PRADESH","Alluri Sitharama Raju","Dutcherthi"
"Maredumilli","17.596779999999999","81.715130000000002","ANDHRA PRADESH","Alluri Sitharama Raju","Maredumilli"
"Rajavommangi","17.547070000000001","82.232489999999999","ANDHRA PRADESH","Alluri Sitharama Raju","Rajavommangi"
"Rampachodavaram","17.43843","81.779359999999997","ANDHRA PRADESH","Alluri Sitharama Raju","Rampachodavaram"
"Y. Ramavaram","17.678889999999999","81.958330000000004","ANDHRA PRADESH","Alluri Sitharama Raju","Y. Ramavaram"
"Jaddangi","17.484439999999999","82.155280000000005","ANDHRA PRADESH","Alluri Sitharama Raju","Jaddangi"
"Gurthedu","17.596779999999999","81.715130000000002","ANDHRA PRADESH","Alluri Sitharama Raju","Gurthedu"
"Yetapaka","16.425139999999999","81.964129999999997","ANDHRA PRADESH","Alluri Sitharama Raju","Yetapaka"
"Kunavaram","16.34432","81.733410000000006","ANDHRA PRADESH","Alluri Sitharama Raju","Kunavaram"
"Chintoor","16.96283","82.236009999999993","ANDHRA PRADESH","Alluri Sitharama Raju","Chintoor"
"Vara Ramachandrapuram","17.572778","81.256111000000004","ANDHRA PRADESH","Alluri Sitharama Raju","Vara Ramachandrapuram"
"Moothugudem","17.104759999999999","82.248990000000006","ANDHRA PRADESH","Alluri Sitharama Raju","Moothugudem"
"Chinthapalli","17.648530000000001","82.219130000000007","ANDHRA PRADESH","Alluri Sitharama Raju","Chinthapalli"
"Gangaraju Madugula(G.Madugula)","18.012419999999999","82.529740000000004","ANDHRA PRADESH","Alluri Sitharama Raju","Gangaraju Madugula(G.Madugula)"
"Gudemkothaveedi (G.K.Veedhi)","17.85941","82.198229999999995","ANDHRA PRADESH","Alluri Sitharama Raju","Gudemkothaveedi (G.K.Veedhi)"
"Hukumpeta","18.149049999999999","82.695779999999999","ANDHRA PRADESH","Alluri Sitharama Raju","Hukumpeta"
"Araku","18.32114","82.882140000000007","ANDHRA PRADESH","Alluri Sitharama Raju","Araku"
"Dumbriguda","18.32114","82.882140000000007","ANDHRA PRADESH","Alluri Sitharama Raju","Dumbriguda"
"Koyyuru","17.648530000000001","82.219130000000007","ANDHRA PRADESH","Alluri Sitharama Raju","Koyyuru"
"Sileru","18.051929999999999","82.034850000000006","ANDHRA PRADESH","Alluri Sitharama Raju","Sileru"
"Munchingiput","18.364640000000001","82.508269999999996","ANDHRA PRADESH","Alluri Sitharama Raju","Munchingiput"
"Mampa","17.648530000000001","82.219130000000007","ANDHRA PRADESH","Alluri Sitharama Raju","Mampa"
"Pedabayalu","18.284459999999999","82.582490000000007","ANDHRA PRADESH","Alluri Sitharama Raju","Pedabayalu"
"Anantagiri","18.237770000000001","83.009500000000003","ANDHRA PRADESH","Alluri Sitharama Raju","Anantagiri"
"Annavaram","17.790579999999999","82.395830000000004","ANDHRA PRADESH","Alluri Sitharama Raju","Annavaram"
"Paderu","18.080660000000002","82.662130000000005","ANDHRA PRADESH","Alluri Sitharama Raju","Paderu"
"PAYAKARAOPETA","17.367850000000001","82.568330000000003","ANDHRA PRADESH","Anakapalli","PAYAKARAOPETA"
"Parawada","17.62969","83.091009999999997","ANDHRA PRADESH","Anakapalli","Parawada"
"CCS, Anakapalli","17.622181999999999","82.715614000000002","ANDHRA PRADESH","Anakapalli","CCS, Anakapalli"
"ATCHUTAPURAM","17.561119999999999","82.977549999999994","ANDHRA PRADESH","Anakapalli","ATCHUTAPURAM"
"MUNAGAPAKA","17.638359999999999","82.989720000000005","ANDHRA PRADESH","Anakapalli","MUNAGAPAKA"
"ANAKAPALLI RURAL","17.68581","82.988500000000002","ANDHRA PRADESH","Anakapalli","ANAKAPALLI RURAL"
"RAMBILLI","17.408829999999998","82.716089999999994","ANDHRA PRADESH","Anakapalli","RAMBILLI"
"RAVIKAMATHAM","17.793399999999998","82.801990000000004","ANDHRA PRADESH","Anakapalli","RAVIKAMATHAM"
"ROLUGUNTA","17.718610000000002","82.667209999999997","ANDHRA PRADESH","Anakapalli","ROLUGUNTA"
"GOLUGONDA","17.679590000000001","82.468090000000004","ANDHRA PRADESH","Anakapalli","GOLUGONDA"
"S.Rayavaram","17.45495","82.803560000000004","ANDHRA PRADESH","Anakapalli","S.Rayavaram"
"Makavarapalem","17.62218","82.715609999999998","ANDHRA PRADESH","Anakapalli","Makavarapalem"
"V.Madugula","17.914180000000002","82.812830000000005","ANDHRA PRADESH","Anakapalli","V.Madugula"
"Yelamanchili Rural","17.556149999999999","82.859679999999997","ANDHRA PRADESH","Anakapalli","Yelamanchili Rural"
"Yelamanchili Town","17.546500000000002","82.856740000000002","ANDHRA PRADESH","Anakapalli","Yelamanchili Town"
"NAKKAPALLI","17.408850000000001","82.716089999999994","ANDHRA PRADESH","Anakapalli","NAKKAPALLI"
"NARSIPATNAM TOWN","17.67183","82.610339999999994","ANDHRA PRADESH","Anakapalli","NARSIPATNAM TOWN"
"NARSIPATNAM RURAL","17.67183","82.610339999999994","ANDHRA PRADESH","Anakapalli","NARSIPATNAM RURAL"
"SABBAVARAM","17.791250000000002","83.125799999999998","ANDHRA PRADESH","Anakapalli","SABBAVARAM"
"Disha UPS, Anakapalli","17.688800000000001","83.005129999999994","ANDHRA PRADESH","Anakapalli","Disha UPS, Anakapalli"
"Yelamanchili Traffic","17.431629999999998","82.745779999999996","ANDHRA PRADESH","Anakapalli","Yelamanchili Traffic"
"BUTCHIYYAPETA","17.787739999999999","82.873599999999996","ANDHRA PRADESH","Anakapalli","BUTCHIYYAPETA"
"ANAKAPALLI TRAFFIC","17.688800000000001","83.005129999999994","ANDHRA PRADESH","Anakapalli","ANAKAPALLI TRAFFIC"
"NATHAVARAM","17.567309999999999","82.491029999999995","ANDHRA PRADESH","Anakapalli","NATHAVARAM"
"KASIMKOTA","17.669989999999999","82.966849999999994","ANDHRA PRADESH","Anakapalli","KASIMKOTA"
"K.D.PETA","17.671769999999999","82.382509999999996","ANDHRA PRADESH","Anakapalli","K.D.PETA"
"A.KODURU","17.919460000000001","83.034509999999997","ANDHRA PRADESH","Anakapalli","A.KODURU"
"KOTHAKOTA","17.750959999999999","82.700659999999999","ANDHRA PRADESH","Anakapalli","KOTHAKOTA"
"K.KOTAPADU","17.99314","82.982259999999997","ANDHRA PRADESH","Anakapalli","K.KOTAPADU"
"Kotavurtla","17.556570000000001","82.691890000000001","ANDHRA PRADESH","Anakapalli","Kotavurtla"
"CHODAVARAM","17.82573","82.938810000000004","ANDHRA PRADESH","Anakapalli","CHODAVARAM"
"Cheedikada","17.929400000000001","82.892499999999998","ANDHRA PRADESH","Anakapalli","Cheedikada"
"DEVARAPALLI","17.59197","82.58417","ANDHRA PRADESH","Anakapalli","DEVARAPALLI"
"ANAKAPALLI TOWN","17.688800000000001","83.005129999999994","ANDHRA PRADESH","Anakapalli","ANAKAPALLI TOWN"
"ANANTAPUR RURAL","14.68197","77.595550000000003","ANDHRA PRADESH","Ananthapuram","ANANTAPUR RURAL"
"ANANTAPUR I TOWN","14.67787","77.608270000000005","ANDHRA PRADESH","Ananthapuram","ANANTAPUR I TOWN"
"ANANTAPUR II TOWN","14.67801","77.592830000000006","ANDHRA PRADESH","Ananthapuram","ANANTAPUR II TOWN"
"ATMAKUR","14.64498","77.358109999999996","ANDHRA PRADESH","Ananthapuram","ATMAKUR"
"BELUGUPPA","14.425230000000001","77.080489999999998","ANDHRA PRADESH","Ananthapuram","BELUGUPPA"
"BOMMANAHAL","15.00024","76.584270000000004","ANDHRA PRADESH","Ananthapuram","BOMMANAHAL"
"Disha UPS, Anantapur","14.6782","77.592960000000005","ANDHRA PRADESH","Ananthapuram","Disha UPS, Anantapur"
"GARLADINNE","14.82666","77.595129999999997","ANDHRA PRADESH","Ananthapuram","GARLADINNE"
"GOOTY","15.1227","77.634600000000006","ANDHRA PRADESH","Ananthapuram","GOOTY"
"GUNTAKAL I TOWN","15.1677","77.375240000000005","ANDHRA PRADESH","Ananthapuram","GUNTAKAL I TOWN"
"GUNTAKAL II TOWN","15.16168","77.388750000000002","ANDHRA PRADESH","Ananthapuram","GUNTAKAL II TOWN"
"Kalyandurg Town","14.333159999999999","77.062600000000003","ANDHRA PRADESH","Ananthapuram","Kalyandurg Town"
"KAMBADUR","14.34507","77.224670000000003","ANDHRA PRADESH","Ananthapuram","KAMBADUR"
"KANEKAL","14.484819999999999","77.035039999999995","ANDHRA PRADESH","Ananthapuram","KANEKAL"
"GUNTAKAL RURAL","15.160729999999999","77.393069999999994","ANDHRA PRADESH","Ananthapuram","GUNTAKAL RURAL"
"KASAPURAM","15.18371","77.381309999999999","ANDHRA PRADESH","Ananthapuram","KASAPURAM"
"GUMMAGATTA","14.33478","76.051490000000001","ANDHRA PRADESH","Ananthapuram","GUMMAGATTA"
"B.Matam","14.827719999999999","78.878510000000006","ANDHRA PRADESH","YSR","B.Matam"
"D.Hirehal","15.00286","76.500910000000005","ANDHRA PRADESH","Ananthapuram","D.Hirehal"
"ANANTAPUR TRAFFIC","14.677659999999999","77.592759999999998","ANDHRA PRADESH","Ananthapuram","ANANTAPUR TRAFFIC"
"Anantapur III Town","14.694179999999999","77.598560000000006","ANDHRA PRADESH","Ananthapuram","Anantapur III Town"
"Kalyandurg Rural","14.558719999999999","77.106989999999996","ANDHRA PRADESH","Ananthapuram","Kalyandurg Rural"
"PALTHUR","14.97362","77.150189999999995","ANDHRA PRADESH","Ananthapuram","PALTHUR"
"PAMIDI","14.9465","77.590699999999998","ANDHRA PRADESH","Ananthapuram","PAMIDI"
"PUTLUR","14.8164","77.960999999999999","ANDHRA PRADESH","Ananthapuram","PUTLUR"
"Rayadurg","14.41516","76.512609999999995","ANDHRA PRADESH","Ananthapuram","Rayadurg"
"RAPTHADU","14.614509999999999","77.605230000000006","ANDHRA PRADESH","Ananthapuram","RAPTHADU"
"SETTUR","14.265230000000001","76.585539999999995","ANDHRA PRADESH","Ananthapuram","SETTUR"
"NARPALA","14.713660000000001","77.804199999999994","ANDHRA PRADESH","Ananthapuram","NARPALA"
"SINGANAMALA","14.79973","77.713660000000004","ANDHRA PRADESH","Ananthapuram","SINGANAMALA"
"Tadipathri Rural","14.9046","78.020200000000003","ANDHRA PRADESH","Ananthapuram","Tadipathri Rural"
"Tadipathri Town","14.9095","78.009100000000004","ANDHRA PRADESH","Ananthapuram","Tadipathri Town"
"Itukalapalli","14.61017","77.645139999999998","ANDHRA PRADESH","Ananthapuram","Itukalapalli"
"PEDDAVADUGUR","15.0205","77.669600000000003","ANDHRA PRADESH","Ananthapuram","PEDDAVADUGUR"
"Uravakonda","14.93914","77.256889999999999","ANDHRA PRADESH","Ananthapuram","Uravakonda"
"VAJRAKARUR","15.0273","77.383070000000004","ANDHRA PRADESH","Ananthapuram","VAJRAKARUR"
"VIDAPANAKAL","15.05756","77.181799999999996","ANDHRA PRADESH","Ananthapuram","VIDAPANAKAL"
"YADIKI","15.050800000000001","77.883899999999997","ANDHRA PRADESH","Ananthapuram","YADIKI"
"YELLANUR","14.698","78.074200000000005","ANDHRA PRADESH","Ananthapuram","YELLANUR"
"BRAHAMASAMUDRAM","14.322150000000001","76.570459999999997","ANDHRA PRADESH","Ananthapuram","BRAHAMASAMUDRAM"
"Bukkaraya Samudram","14.69295","77.636409999999998","ANDHRA PRADESH","Ananthapuram","Bukkaraya Samudram"
"KUDERU","14.73207","77.423060000000007","ANDHRA PRADESH","Ananthapuram","KUDERU"
"KUNDURPI","14.173030000000001","77.014240000000001","ANDHRA PRADESH","Ananthapuram","KUNDURPI"
"Peddapappur","14.694179999999999","77.598560000000006","ANDHRA PRADESH","Ananthapuram","Peddapappur"
"Anantapur IV Town","14.41221","77.718100000000007","ANDHRA PRADESH","Ananthapuram","Anantapur IV Town"
"CCS, Anantapur","14.33155","77.064850000000007","ANDHRA PRADESH","Ananthapuram","CCS, Anantapur"
"B.Kothakota","13.656969999999999","78.271770000000004","ANDHRA PRADESH","Annamayya","B.Kothakota"
"Gurramkonda","13.78547","78.591610000000003","ANDHRA PRADESH","Annamayya","Gurramkonda"
"Kalakada","13.82657","78.790149999999997","ANDHRA PRADESH","Annamayya","Kalakada"
"Kalikiri","13.649789999999999","78.803280000000001","ANDHRA PRADESH","Annamayya","Kalikiri"
"K.V.Palli","13.806900000000001","78.902749999999997","ANDHRA PRADESH","Annamayya","K.V.Palli"
"Madanapalle II Town","13.55791","78.509129999999999","ANDHRA PRADESH","Annamayya","Madanapalle II Town"
"Madanapalle Rural","13.55658","78.497029999999995","ANDHRA PRADESH","Annamayya","Madanapalle Rural"
"Madanapalle I Town","13.55607","78.497110000000006","ANDHRA PRADESH","Annamayya","Madanapalle I Town"
"Mudiveedu","13.704470000000001","78.508399999999995","ANDHRA PRADESH","Annamayya","Mudiveedu"
"Mulakalacheruvu","13.798550000000001","78.266390000000001","ANDHRA PRADESH","Annamayya","Mulakalacheruvu"
"Nimmanapalle","13.57077","78.664950000000005","ANDHRA PRADESH","Annamayya","Nimmanapalle"
"P.T.Samudram (PTM)","13.712059999999999","78.207639999999998","ANDHRA PRADESH","Annamayya","P.T.Samudram (PTM)"
"Piler","13.655329999999999","78.935730000000007","ANDHRA PRADESH","Annamayya","Piler"
"Thamballapalli","13.819430000000001","78.447919999999996","ANDHRA PRADESH","Annamayya","Thamballapalli"
"Voyalpad","13.63569","78.629689999999997","ANDHRA PRADESH","Annamayya","Voyalpad"
"Rayachoty Traffic","14.337804999999999","78.535916","ANDHRA PRADESH","Annamayya","Rayachoty Traffic"
"Veeraballi","14.15767","78.856669999999994","ANDHRA PRADESH","Annamayya","Veeraballi"
"Ramasamudram","13.367570000000001","78.422709999999995","ANDHRA PRADESH","Annamayya","Ramasamudram"
"Chinnamandem","13.93651","78.682419999999993","ANDHRA PRADESH","Annamayya","Chinnamandem"
"Chitvel","14.17112","79.331239999999994","ANDHRA PRADESH","Annamayya","Chitvel"
"Galiveedu","14.02352","78.504159999999999","ANDHRA PRADESH","Annamayya","Galiveedu"
"Peddamandayam","13.924110000000001","78.538679999999999","ANDHRA PRADESH","Annamayya","Peddamandayam"
"Kodur","13.95485","79.352900000000005","ANDHRA PRADESH","Annamayya","Kodur"
"Lakkireddipalli","14.185280000000001","78.700010000000006","ANDHRA PRADESH","Annamayya","Lakkireddipalli"
"Mannur","14.201460000000001","79.153149999999997","ANDHRA PRADESH","Annamayya","Mannur"
"Nandalur","14.269679999999999","79.110789999999994","ANDHRA PRADESH","Annamayya","Nandalur"
"Obulavaripalli","14.038869999999999","79.266559999999998","ANDHRA PRADESH","Annamayya","Obulavaripalli"
"Pullampeta","14.123100000000001","79.208820000000003","ANDHRA PRADESH","Annamayya","Pullampeta"
"Penagalur","14.301880000000001","79.267449999999997","ANDHRA PRADESH","Annamayya","Penagalur"
"Rajampet","14.19983","79.156300000000002","ANDHRA PRADESH","Annamayya","Rajampet"
"Rayachoty","14.057130000000001","78.74821","ANDHRA PRADESH","Annamayya","Rayachoty"
"Ramapuram","14.216519999999999","78.750600000000006","ANDHRA PRADESH","Annamayya","Ramapuram"
"Sambepalli","13.956340000000001","78.752309999999994","ANDHRA PRADESH","Annamayya","Sambepalli"
"T. Sundupalli","13.97913","78.913960000000003","ANDHRA PRADESH","Annamayya","T. Sundupalli"
"Amruthalur","16.120039999999999","80.662059999999997","ANDHRA PRADESH","Bapatla","Amruthalur"
"BAPATLA RURAL","15.90643","80.471230000000006","ANDHRA PRADESH","Bapatla","BAPATLA RURAL"
"BAPATLA TOWN","15.90616","80.471149999999994","ANDHRA PRADESH","Bapatla","BAPATLA TOWN"
"Bhattiprole","16.0977","80.776399999999995","ANDHRA PRADESH","Bapatla","Bhattiprole"
"CHERUKUPALLI","16.04663","80.679079999999999","ANDHRA PRADESH","Bapatla","CHERUKUPALLI"
"Kolluru","16.183070000000001","80.800160000000005","ANDHRA PRADESH","Bapatla","Kolluru"
"ADAVULADEEVI","15.912850000000001","80.771979999999999","ANDHRA PRADESH","Bapatla","ADAVULADEEVI"
"REPALLE","16.020530000000001","80.83135","ANDHRA PRADESH","Bapatla","REPALLE"
"T. SANDOLE","16.006430000000002","80.610979999999998","ANDHRA PRADESH","Bapatla","T. SANDOLE"
"T. SODAYAPALEM","15.939399999999999","80.884190000000004","ANDHRA PRADESH","Bapatla","T. SODAYAPALEM"
"T. SUNDUR","16.156379999999999","80.584590000000006","ANDHRA PRADESH","Bapatla","T. SUNDUR"
"VEDULLAPALLI","15.866390000000001","80.406049999999993","ANDHRA PRADESH","Bapatla","VEDULLAPALLI"
"NAGARAM","16.002009999999999","80.724620000000002","ANDHRA PRADESH","Bapatla","NAGARAM"
"NIZAMPATNAM","15.905049999999999","80.664810000000003","ANDHRA PRADESH","Bapatla","NIZAMPATNAM"
"VEMURU","16.183260000000001","80.737020000000001","ANDHRA PRADESH","Bapatla","VEMURU"
"KARLAPALEM","15.939080000000001","80.549959999999999","ANDHRA PRADESH","Bapatla","KARLAPALEM"
"Addanki","15.808199999999999","79.973299999999995","ANDHRA PRADESH","Bapatla","Addanki"
"Epurupalem","15.855090000000001","80.391530000000003","ANDHRA PRADESH","Bapatla","Epurupalem"
"Chinaganjam","15.69017","80.236909999999995","ANDHRA PRADESH","Bapatla","Chinaganjam"
"Chirala II Town","15.82793","80.374853999999999","ANDHRA PRADESH","Bapatla","Chirala II Town"
"Ballikurava","16.000499999999999","80.026399999999995","ANDHRA PRADESH","Bapatla","Ballikurava"
"Chirala I Town","15.82743","80.355959999999996","ANDHRA PRADESH","Bapatla","Chirala I Town"
"Inkollu","15.82682","80.193960000000004","ANDHRA PRADESH","Bapatla","Inkollu"
"J.Pangulur","15.805569999999999","80.040430000000001","ANDHRA PRADESH","Bapatla","J.Pangulur"
"Karamchedu","15.88294","80.321719999999999","ANDHRA PRADESH","Bapatla","Karamchedu"
"Martur","15.9758","80.097809999999996","ANDHRA PRADESH","Bapatla","Martur"
"Medarametla","15.431929999999999","80.0381","ANDHRA PRADESH","Bapatla","Medarametla"
"Santhamagulur","16.113700000000001","79.929749999999999","ANDHRA PRADESH","Bapatla","Santhamagulur"
"Parchur","15.96936","80.274690000000007","ANDHRA PRADESH","Bapatla","Parchur"
"Korisapadu","15.72526","80.016270000000006","ANDHRA PRADESH","Bapatla","Korisapadu"
"Vetapalem","15.782249999999999","80.302750000000003","ANDHRA PRADESH","Bapatla","Vetapalem"
"Yaddanapudi","15.99766","80.168610000000001","ANDHRA PRADESH","Bapatla","Yaddanapudi"
"CID Police Station","16.446400000000001","80.593400000000003","ANDHRA PRADESH","C I D","CID Police Station"
"Cyber Crime","16.446400000000001","80.593400000000003","ANDHRA PRADESH","C I D","Cyber Crime"
"Penumur","13.365500000000001","79.196789999999993","ANDHRA PRADESH","CHITTOOR","Penumur"
"ROMPICHERLA","13.663970000000001","79.047169999999994","ANDHRA PRADESH","CHITTOOR","ROMPICHERLA"
"S.R.Puram","13.311159999999999","79.360050000000001","ANDHRA PRADESH","CHITTOOR","S.R.Puram"
"THAVANAMPALLE","13.26374","79.016679999999994","ANDHRA PRADESH","CHITTOOR","THAVANAMPALLE"
"VEDURUKUPPAM","13.439299999999999","79.312730000000002","ANDHRA PRADESH","CHITTOOR","VEDURUKUPPAM"
"VIJAYAPURAM","13.270060000000001","79.707099999999997","ANDHRA PRADESH","CHITTOOR","VIJAYAPURAM"
"YADAMARI","13.14231","79.029290000000003","ANDHRA PRADESH","CHITTOOR","YADAMARI"
"CHITTOOR TRAFFIC","13.21083","79.093729999999994","ANDHRA PRADESH","CHITTOOR","CHITTOOR TRAFFIC"
"Gangadhara Nellore","13.23311","79.182310000000001","ANDHRA PRADESH","CHITTOOR","Gangadhara Nellore"
"Disha UPS, Chittoor","13.21129","79.094189999999998","ANDHRA PRADESH","CHITTOOR","Disha UPS, Chittoor"
"CCS, Chittoor","13.21621","79.100549999999998","ANDHRA PRADESH","CHITTOOR","CCS, Chittoor"
"Kanipakam","13.27683","79.034700000000001","ANDHRA PRADESH","CHITTOOR","Kanipakam"
"CHOWDEPALLI","13.43228","78.688490000000002","ANDHRA PRADESH","CHITTOOR","CHOWDEPALLI"
"GANGAVARAM","13.21959","78.735429999999994","ANDHRA PRADESH","CHITTOOR","GANGAVARAM"
"GUDIPALA","13.09309","79.132949999999994","ANDHRA PRADESH","CHITTOOR","GUDIPALA"
"Gudipalli","12.79566","78.277820000000006","ANDHRA PRADESH","CHITTOOR","Gudipalli"
"IRALA","13.38557","78.983909999999995","ANDHRA PRADESH","CHITTOOR","IRALA"
"V.KOTA","13.0015","78.487899999999996","ANDHRA PRADESH","CHITTOOR","V.KOTA"
"PALASAMUDRAM","13.20965","79.386600000000001","ANDHRA PRADESH","CHITTOOR","PALASAMUDRAM"
"RALLABUDUGUR","12.85857","78.34178","ANDHRA PRADESH","CHITTOOR","RALLABUDUGUR"
"RAMAKUPPAM","12.89899","78.485740000000007","ANDHRA PRADESH","CHITTOOR","RAMAKUPPAM"
"PALAMANER","13.200369999999999","78.744690000000006","ANDHRA PRADESH","CHITTOOR","PALAMANER"
"PANJANI","13.29111","78.687809999999999","ANDHRA PRADESH","CHITTOOR","PANJANI"
"KALLUR","13.55917","78.99991","ANDHRA PRADESH","CHITTOOR","KALLUR"
"SODAM","13.54663","78.908010000000004","ANDHRA PRADESH","CHITTOOR","SODAM"
"SOMALA","13.476660000000001","78.808610000000002","ANDHRA PRADESH","CHITTOOR","SOMALA"
"PUNGANUR","13.367599999999999","78.571650000000005","ANDHRA PRADESH","CHITTOOR","PUNGANUR"
"PUTHALAPATTU","13.344860000000001","79.094099999999997","ANDHRA PRADESH","CHITTOOR","PUTHALAPATTU"
"NINDRA","13.384309999999999","79.707220000000007","ANDHRA PRADESH","CHITTOOR","NINDRA"
"NAGARI","13.43918","79.31317","ANDHRA PRADESH","CHITTOOR","NAGARI"
"Narsingarayanipet(N.R.Pet)","13.17553","79.209609999999998","ANDHRA PRADESH","CHITTOOR","Narsingarayanipet(N.R.Pet)"
"BANGARUPALEM","13.19678","78.916269999999997","ANDHRA PRADESH","CHITTOOR","BANGARUPALEM"
"K. Nagar","13.42263","79.452029999999993","ANDHRA PRADESH","CHITTOOR","K. Nagar"
"KUPPAM","12.74982","78.345749999999995","ANDHRA PRADESH","CHITTOOR","KUPPAM"
"Baireddypalle","13.091749999999999","78.613929999999996","ANDHRA PRADESH","CHITTOOR","Baireddypalle"
"Chittoor Taluk","13.212059999999999","79.099879999999999","ANDHRA PRADESH","CHITTOOR","Chittoor Taluk"
"CHITTOOR I TOWN","13.216799999999999","79.101119999999995","ANDHRA PRADESH","CHITTOOR","CHITTOOR I TOWN"
"CHITTOOR II TOWN","13.21088","79.093710000000002","ANDHRA PRADESH","CHITTOOR","CHITTOOR II TOWN"
"SCRB","16.446567999999999","80.593654999999998","ANDHRA PRADESH","CID1","SCRB"
"ECONOMIC OFFENCES","16.446567999999999","80.593654999999998","ANDHRA PRADESH","CID1","ECONOMIC OFFENCES"
"WOMEN PROTECTION CELL","16.446567999999999","80.593654999999998","ANDHRA PRADESH","CID1","WOMEN PROTECTION CELL"
"PROTECTION OF CIVIL RIGHTS AND SC/ST MATTERS","16.446567999999999","80.593654999999998","ANDHRA PRADESH","CID1","PROTECTION OF CIVIL RIGHTS AND SC/ST MATTERS"
"GENERAL OFFENCES","16.446567999999999","80.593654999999998","ANDHRA PRADESH","CID2","GENERAL OFFENCES"
"CYBER CRIMES","16.446567999999999","80.593654999999998","ANDHRA PRADESH","CID2","CYBER CRIMES"
"NARCOTICS OR FICN CELL/VIDEO PIRACY/HUMAN RIGHTS","16.446567999999999","80.593654999999998","ANDHRA PRADESH","CID2","NARCOTICS OR FICN CELL/VIDEO PIRACY/HUMAN RIGHTS"
"ANTI DACOITY CELL","16.446567999999999","80.593654999999998","ANDHRA PRADESH","CID2","ANTI DACOITY CELL"
"Port Marine","16.425136999999999","81.964132000000006","ANDHRA PRADESH","Coastal Security Police","Port Marine"
"Rushikonda Marine","16.344321000000001","81.733408999999995","ANDHRA PRADESH","Coastal Security Police","Rushikonda Marine"
"Pudimadaka Marine","16.952677999999999","82.267846000000006","ANDHRA PRADESH","Coastal Security Police","Pudimadaka Marine"
"Pentakota Marine","18.342865","84.122219000000001","ANDHRA PRADESH","Coastal Security Police","Pentakota Marine"
"Suryalanka Marine","18.570889000000001","84.354049000000003","ANDHRA PRADESH","Coastal Security Police","Suryalanka Marine"
"Nizampatnam Marine","18.881954","84.595433","ANDHRA PRADESH","Coastal Security Police","Nizampatnam Marine"
"Isukapalli Marine","18.07685","83.653229999999994","ANDHRA PRADESH","Coastal Security Police","Isukapalli Marine"
"Chinthapalli Marine","18.07685","83.653229999999994","ANDHRA PRADESH","Coastal Security Police","Chinthapalli Marine"
"Kothapatnam Marine","15.462732000000001","80.161914999999993","ANDHRA PRADESH","Coastal Security Police","Kothapatnam Marine"
"Ramayapatnam Marine","15.053233000000001","80.046780999999996","ANDHRA PRADESH","Coastal Security Police","Ramayapatnam Marine"
"Sriharikota Marine","14.445","79.984440000000006","ANDHRA PRADESH","Coastal Security Police","Sriharikota Marine"
"Kalingapatnam Marine","18.342865","84.122219000000001","ANDHRA PRADESH","Coastal Security Police","Kalingapatnam Marine"
"Bhavanapadu Marine","18.570889000000001","84.354049000000003","ANDHRA PRADESH","Coastal Security Police","Bhavanapadu Marine"
"Baruva Marine","18.881954","84.595433","ANDHRA PRADESH","Coastal Security Police","Baruva Marine"
"Palakayatippa Marine","16.19031","81.144679999999994","ANDHRA PRADESH","Coastal Security Police","Palakayatippa Marine"
"Orlagonditippa Marine","16.344000000000001","81.403319999999994","ANDHRA PRADESH","Coastal Security Police","Orlagonditippa Marine"
"Gilakaladindi Marine","16.14601","81.178569999999993","ANDHRA PRADESH","Coastal Security Police","Gilakaladindi Marine"
"Dugarajapatnam Marine","13.98639","80.153549999999996","ANDHRA PRADESH","Coastal Security Police","Dugarajapatnam Marine"
"Vodalarevu Marine","16.869489999999999","81.928100000000001","ANDHRA PRADESH","Coastal Security Police","Vodalarevu Marine"
"Antharvedipalem Marine","16.931159999999998","81.925370000000001","ANDHRA PRADESH","Coastal Security Police","Antharvedipalem Marine"
"Vakalapudi Marine","16.952677999999999","82.267846000000006","ANDHRA PRADESH","Coastal Security Police","Vakalapudi Marine"
"Gopalapuram","17.10033","81.547659999999993","ANDHRA PRADESH","EAST GODAVARI","Gopalapuram"
"Kovvur Town","17.01681","81.733549999999994","ANDHRA PRADESH","EAST GODAVARI","Kovvur Town"
"Nidadavole Town","16.908470000000001","81.676180000000002","ANDHRA PRADESH","EAST GODAVARI","Nidadavole Town"
